center,left,right,steering,speed
IMG/2025-06-22_20-57-31-098_bc.png,IMG/2025-06-22_20-57-31-098_al.png,IMG/2025-06-22_20-57-31-098_cr.png,0.25,33.075657
IMG/2025-06-22_20-57-31-198_bc.png,IMG/2025-06-22_20-57-31-198_al.png,IMG/2025-06-22_20-57-31-198_cr.png,0.25,32.271534
IMG/2025-06-22_20-57-31-275_bc.png,IMG/2025-06-22_20-57-31-275_al.png,IMG/2025-06-22_20-57-31-275_cr.png,0.25,32.158247
IMG/2025-06-22_20-57-31-375_bc.png,IMG/2025-06-22_20-57-31-375_al.png,IMG/2025-06-22_20-57-31-375_cr.png,0.25,31.95165
IMG/2025-06-22_20-57-31-439_bc.png,IMG/2025-06-22_20-57-31-439_al.png,IMG/2025-06-22_20-57-31-439_cr.png,0.25,31.916695
IMG/2025-06-22_20-57-31-542_bc.png,IMG/2025-06-22_20-57-31-542_al.png,IMG/2025-06-22_20-57-31-542_cr.png,0.25,31.896282
IMG/2025-06-22_20-57-31-608_bc.png,IMG/2025-06-22_20-57-31-608_al.png,IMG/2025-06-22_20-57-31-608_cr.png,0.25,31.966309
IMG/2025-06-22_20-57-31-677_bc.png,IMG/2025-06-22_20-57-31-677_al.png,IMG/2025-06-22_20-57-31-677_cr.png,0.25,31.933488
IMG/2025-06-22_20-57-31-741_bc.png,IMG/2025-06-22_20-57-31-741_al.png,IMG/2025-06-22_20-57-31-741_cr.png,0.25,31.965835
IMG/2025-06-22_20-57-31-804_bc.png,IMG/2025-06-22_20-57-31-804_al.png,IMG/2025-06-22_20-57-31-804_cr.png,0.25,31.954983
IMG/2025-06-22_20-57-31-892_bc.png,IMG/2025-06-22_20-57-31-892_al.png,IMG/2025-06-22_20-57-31-892_cr.png,0.25,31.911722
IMG/2025-06-22_20-57-31-958_bc.png,IMG/2025-06-22_20-57-31-958_al.png,IMG/2025-06-22_20-57-31-958_cr.png,0.25,31.946744
IMG/2025-06-22_20-57-32-058_bc.png,IMG/2025-06-22_20-57-32-058_al.png,IMG/2025-06-22_20-57-32-058_cr.png,0.25,31.946467
IMG/2025-06-22_20-57-32-128_bc.png,IMG/2025-06-22_20-57-32-128_al.png,IMG/2025-06-22_20-57-32-128_cr.png,0.25,31.883571
IMG/2025-06-22_20-57-32-191_bc.png,IMG/2025-06-22_20-57-32-191_al.png,IMG/2025-06-22_20-57-32-191_cr.png,0.25,31.88424
IMG/2025-06-22_20-57-32-257_bc.png,IMG/2025-06-22_20-57-32-257_al.png,IMG/2025-06-22_20-57-32-257_cr.png,0.25,31.864619
IMG/2025-06-22_20-57-32-322_bc.png,IMG/2025-06-22_20-57-32-322_al.png,IMG/2025-06-22_20-57-32-322_cr.png,0.25,31.921504
IMG/2025-06-22_20-57-32-411_bc.png,IMG/2025-06-22_20-57-32-411_al.png,IMG/2025-06-22_20-57-32-411_cr.png,0.25,31.948117
IMG/2025-06-22_20-57-32-475_bc.png,IMG/2025-06-22_20-57-32-475_al.png,IMG/2025-06-22_20-57-32-475_cr.png,0.25,31.883913
IMG/2025-06-22_20-57-32-570_bc.png,IMG/2025-06-22_20-57-32-570_al.png,IMG/2025-06-22_20-57-32-570_cr.png,0.25,31.92097
IMG/2025-06-22_20-57-32-795_bc.png,IMG/2025-06-22_20-57-32-795_al.png,IMG/2025-06-22_20-57-32-795_cr.png,-0.043245,33.11833
IMG/2025-06-22_20-57-33-296_bc.png,IMG/2025-06-22_20-57-33-296_al.png,IMG/2025-06-22_20-57-33-296_cr.png,0.04599,32.967337
IMG/2025-06-22_20-57-33-466_bc.png,IMG/2025-06-22_20-57-33-466_al.png,IMG/2025-06-22_20-57-33-466_cr.png,0.071415,32.930447
IMG/2025-06-22_20-57-33-646_bc.png,IMG/2025-06-22_20-57-33-646_al.png,IMG/2025-06-22_20-57-33-646_cr.png,0.075105,32.933828
IMG/2025-06-22_20-57-33-814_bc.png,IMG/2025-06-22_20-57-33-814_al.png,IMG/2025-06-22_20-57-33-814_cr.png,0.066285,33.002817
IMG/2025-06-22_20-57-33-981_bc.png,IMG/2025-06-22_20-57-33-981_al.png,IMG/2025-06-22_20-57-33-981_cr.png,0.04923,32.894477
IMG/2025-06-22_20-57-34-149_bc.png,IMG/2025-06-22_20-57-34-149_al.png,IMG/2025-06-22_20-57-34-149_cr.png,0.047205,32.809126
IMG/2025-06-22_20-57-34-853_bc.png,IMG/2025-06-22_20-57-34-853_al.png,IMG/2025-06-22_20-57-34-853_cr.png,-0.05022,33.00028
IMG/2025-06-22_20-57-35-083_bc.png,IMG/2025-06-22_20-57-35-083_al.png,IMG/2025-06-22_20-57-35-083_cr.png,-0.04104,32.975711
IMG/2025-06-22_20-57-35-259_bc.png,IMG/2025-06-22_20-57-35-259_al.png,IMG/2025-06-22_20-57-35-259_cr.png,-0.04878,32.945762
IMG/2025-06-22_20-57-35-431_bc.png,IMG/2025-06-22_20-57-35-431_al.png,IMG/2025-06-22_20-57-35-431_cr.png,-0.07749,32.965587
IMG/2025-06-22_20-57-35-608_bc.png,IMG/2025-06-22_20-57-35-608_al.png,IMG/2025-06-22_20-57-35-608_cr.png,-0.046215,32.934141
IMG/2025-06-22_20-57-35-784_bc.png,IMG/2025-06-22_20-57-35-784_al.png,IMG/2025-06-22_20-57-35-784_cr.png,-0.081045,32.937269
IMG/2025-06-22_20-57-35-956_bc.png,IMG/2025-06-22_20-57-35-956_al.png,IMG/2025-06-22_20-57-35-956_cr.png,-0.04023,32.942985
IMG/2025-06-22_20-57-36-123_bc.png,IMG/2025-06-22_20-57-36-123_al.png,IMG/2025-06-22_20-57-36-123_cr.png,-0.080865,32.91342
IMG/2025-06-22_20-57-36-290_bc.png,IMG/2025-06-22_20-57-36-290_al.png,IMG/2025-06-22_20-57-36-290_cr.png,-0.076725,32.940012
IMG/2025-06-22_20-57-36-465_bc.png,IMG/2025-06-22_20-57-36-465_al.png,IMG/2025-06-22_20-57-36-465_cr.png,-0.043335,32.921534
IMG/2025-06-22_20-57-36-637_bc.png,IMG/2025-06-22_20-57-36-637_al.png,IMG/2025-06-22_20-57-36-637_cr.png,-0.07623,32.905973
IMG/2025-06-22_20-57-36-808_bc.png,IMG/2025-06-22_20-57-36-808_al.png,IMG/2025-06-22_20-57-36-808_cr.png,-0.06831,32.935897
IMG/2025-06-22_20-57-36-977_bc.png,IMG/2025-06-22_20-57-36-977_al.png,IMG/2025-06-22_20-57-36-977_cr.png,-0.070335,32.900222
IMG/2025-06-22_20-57-37-149_bc.png,IMG/2025-06-22_20-57-37-149_al.png,IMG/2025-06-22_20-57-37-149_cr.png,-0.10413,32.925616
IMG/2025-06-22_20-57-37-325_bc.png,IMG/2025-06-22_20-57-37-325_al.png,IMG/2025-06-22_20-57-37-325_cr.png,-0.055125,32.929175
IMG/2025-06-22_20-57-37-493_bc.png,IMG/2025-06-22_20-57-37-493_al.png,IMG/2025-06-22_20-57-37-493_cr.png,-0.063675,32.905814
IMG/2025-06-22_20-57-37-664_bc.png,IMG/2025-06-22_20-57-37-664_al.png,IMG/2025-06-22_20-57-37-664_cr.png,-0.087885,32.93474
IMG/2025-06-22_20-57-37-844_bc.png,IMG/2025-06-22_20-57-37-844_al.png,IMG/2025-06-22_20-57-37-844_cr.png,-0.064485,32.912201
IMG/2025-06-22_20-57-38-018_bc.png,IMG/2025-06-22_20-57-38-018_al.png,IMG/2025-06-22_20-57-38-018_cr.png,-0.08595,32.902887
IMG/2025-06-22_20-57-38-192_bc.png,IMG/2025-06-22_20-57-38-192_al.png,IMG/2025-06-22_20-57-38-192_cr.png,-0.086985,32.923044
IMG/2025-06-22_20-57-38-362_bc.png,IMG/2025-06-22_20-57-38-362_al.png,IMG/2025-06-22_20-57-38-362_cr.png,-0.060615,32.929767
IMG/2025-06-22_20-57-38-536_bc.png,IMG/2025-06-22_20-57-38-536_al.png,IMG/2025-06-22_20-57-38-536_cr.png,-0.08055,32.910436
IMG/2025-06-22_20-57-38-708_bc.png,IMG/2025-06-22_20-57-38-708_al.png,IMG/2025-06-22_20-57-38-708_cr.png,-0.08163,32.929588
IMG/2025-06-22_20-57-38-876_bc.png,IMG/2025-06-22_20-57-38-876_al.png,IMG/2025-06-22_20-57-38-876_cr.png,-0.058095,32.905115
IMG/2025-06-22_20-57-39-047_bc.png,IMG/2025-06-22_20-57-39-047_al.png,IMG/2025-06-22_20-57-39-047_cr.png,-0.073215,32.920511
IMG/2025-06-22_20-57-39-218_bc.png,IMG/2025-06-22_20-57-39-218_al.png,IMG/2025-06-22_20-57-39-218_cr.png,-0.06192,32.935876
IMG/2025-06-22_20-57-39-394_bc.png,IMG/2025-06-22_20-57-39-394_al.png,IMG/2025-06-22_20-57-39-394_cr.png,-0.06012,32.907085
IMG/2025-06-22_20-57-39-573_bc.png,IMG/2025-06-22_20-57-39-573_al.png,IMG/2025-06-22_20-57-39-573_cr.png,-0.08505,32.916803
IMG/2025-06-22_20-57-39-746_bc.png,IMG/2025-06-22_20-57-39-746_al.png,IMG/2025-06-22_20-57-39-746_cr.png,-0.06399,32.934471
IMG/2025-06-22_20-57-39-919_bc.png,IMG/2025-06-22_20-57-39-919_al.png,IMG/2025-06-22_20-57-39-919_cr.png,-0.068175,32.918154
IMG/2025-06-22_20-57-40-093_bc.png,IMG/2025-06-22_20-57-40-093_al.png,IMG/2025-06-22_20-57-40-093_cr.png,-0.08253,32.930991
IMG/2025-06-22_20-57-40-260_bc.png,IMG/2025-06-22_20-57-40-260_al.png,IMG/2025-06-22_20-57-40-260_cr.png,-0.047115,32.945459
IMG/2025-06-22_20-57-40-510_bc.png,IMG/2025-06-22_20-57-40-510_al.png,IMG/2025-06-22_20-57-40-510_cr.png,-0.044415,32.966192
IMG/2025-06-22_20-57-40-841_bc.png,IMG/2025-06-22_20-57-40-841_al.png,IMG/2025-06-22_20-57-40-841_cr.png,-0.047475,32.979631
IMG/2025-06-22_20-57-41-859_bc.png,IMG/2025-06-22_20-57-41-859_al.png,IMG/2025-06-22_20-57-41-859_cr.png,0.0,32.995645
IMG/2025-06-22_20-57-42-860_bc.png,IMG/2025-06-22_20-57-42-860_al.png,IMG/2025-06-22_20-57-42-860_cr.png,0.0,32.995941
IMG/2025-06-22_20-57-43-868_bc.png,IMG/2025-06-22_20-57-43-868_al.png,IMG/2025-06-22_20-57-43-868_cr.png,0.0,32.996323
IMG/2025-06-22_20-57-44-868_bc.png,IMG/2025-06-22_20-57-44-868_al.png,IMG/2025-06-22_20-57-44-868_cr.png,0.0,32.996321
IMG/2025-06-22_20-57-45-869_bc.png,IMG/2025-06-22_20-57-45-869_al.png,IMG/2025-06-22_20-57-45-869_cr.png,0.0,32.996321
IMG/2025-06-22_20-57-46-901_bc.png,IMG/2025-06-22_20-57-46-901_al.png,IMG/2025-06-22_20-57-46-901_cr.png,0.0,32.996321
IMG/2025-06-22_20-57-47-938_bc.png,IMG/2025-06-22_20-57-47-938_al.png,IMG/2025-06-22_20-57-47-938_cr.png,0.0,32.996321
IMG/2025-06-22_20-57-48-287_bc.png,IMG/2025-06-22_20-57-48-287_al.png,IMG/2025-06-22_20-57-48-287_cr.png,-0.04194,32.993653
IMG/2025-06-22_20-57-48-463_bc.png,IMG/2025-06-22_20-57-48-463_al.png,IMG/2025-06-22_20-57-48-463_cr.png,-0.056205,32.966299
IMG/2025-06-22_20-57-48-639_bc.png,IMG/2025-06-22_20-57-48-639_al.png,IMG/2025-06-22_20-57-48-639_cr.png,-0.076995,32.968427
IMG/2025-06-22_20-57-48-806_bc.png,IMG/2025-06-22_20-57-48-806_al.png,IMG/2025-06-22_20-57-48-806_cr.png,-0.05949,32.946678
IMG/2025-06-22_20-57-48-974_bc.png,IMG/2025-06-22_20-57-48-974_al.png,IMG/2025-06-22_20-57-48-974_cr.png,-0.06453,32.939957
IMG/2025-06-22_20-57-49-147_bc.png,IMG/2025-06-22_20-57-49-147_al.png,IMG/2025-06-22_20-57-49-147_cr.png,-0.066915,32.952497
IMG/2025-06-22_20-57-49-318_bc.png,IMG/2025-06-22_20-57-49-318_al.png,IMG/2025-06-22_20-57-49-318_cr.png,-0.044505,32.920546
IMG/2025-06-22_20-57-49-496_bc.png,IMG/2025-06-22_20-57-49-496_al.png,IMG/2025-06-22_20-57-49-496_cr.png,-0.070425,32.9334
IMG/2025-06-22_20-57-49-665_bc.png,IMG/2025-06-22_20-57-49-665_al.png,IMG/2025-06-22_20-57-49-665_cr.png,-0.05832,32.934657
IMG/2025-06-22_20-57-49-835_bc.png,IMG/2025-06-22_20-57-49-835_al.png,IMG/2025-06-22_20-57-49-835_cr.png,-0.07263,32.916084
IMG/2025-06-22_20-57-50-006_bc.png,IMG/2025-06-22_20-57-50-006_al.png,IMG/2025-06-22_20-57-50-006_cr.png,-0.08811,32.941186
IMG/2025-06-22_20-57-50-177_bc.png,IMG/2025-06-22_20-57-50-177_al.png,IMG/2025-06-22_20-57-50-177_cr.png,-0.048645,32.924447
IMG/2025-06-22_20-57-50-351_bc.png,IMG/2025-06-22_20-57-50-351_al.png,IMG/2025-06-22_20-57-50-351_cr.png,-0.0819,32.909563
IMG/2025-06-22_20-57-50-522_bc.png,IMG/2025-06-22_20-57-50-522_al.png,IMG/2025-06-22_20-57-50-522_cr.png,-0.08955,32.937862
IMG/2025-06-22_20-57-50-700_bc.png,IMG/2025-06-22_20-57-50-700_al.png,IMG/2025-06-22_20-57-50-700_cr.png,-0.04554,32.905551
IMG/2025-06-22_20-57-50-868_bc.png,IMG/2025-06-22_20-57-50-868_al.png,IMG/2025-06-22_20-57-50-868_cr.png,-0.0828,32.916145
IMG/2025-06-22_20-57-51-041_bc.png,IMG/2025-06-22_20-57-51-041_al.png,IMG/2025-06-22_20-57-51-041_cr.png,-0.055215,32.925028
IMG/2025-06-22_20-57-51-213_bc.png,IMG/2025-06-22_20-57-51-213_al.png,IMG/2025-06-22_20-57-51-213_cr.png,-0.072045,32.905303
IMG/2025-06-22_20-57-51-381_bc.png,IMG/2025-06-22_20-57-51-381_al.png,IMG/2025-06-22_20-57-51-381_cr.png,-0.09027,32.9234
IMG/2025-06-22_20-57-51-551_bc.png,IMG/2025-06-22_20-57-51-551_al.png,IMG/2025-06-22_20-57-51-551_cr.png,-0.04923,32.92618
IMG/2025-06-22_20-57-51-723_bc.png,IMG/2025-06-22_20-57-51-723_al.png,IMG/2025-06-22_20-57-51-723_cr.png,-0.069615,32.909092
IMG/2025-06-22_20-57-51-896_bc.png,IMG/2025-06-22_20-57-51-896_al.png,IMG/2025-06-22_20-57-51-896_cr.png,-0.08838,32.928124
IMG/2025-06-22_20-57-52-070_bc.png,IMG/2025-06-22_20-57-52-070_al.png,IMG/2025-06-22_20-57-52-070_cr.png,-0.061605,32.916811
IMG/2025-06-22_20-57-52-244_bc.png,IMG/2025-06-22_20-57-52-244_al.png,IMG/2025-06-22_20-57-52-244_cr.png,-0.082485,32.926396
IMG/2025-06-22_20-57-52-422_bc.png,IMG/2025-06-22_20-57-52-422_al.png,IMG/2025-06-22_20-57-52-422_cr.png,-0.058815,32.938895
IMG/2025-06-22_20-57-52-597_bc.png,IMG/2025-06-22_20-57-52-597_al.png,IMG/2025-06-22_20-57-52-597_cr.png,-0.070695,32.90131
IMG/2025-06-22_20-57-52-765_bc.png,IMG/2025-06-22_20-57-52-765_al.png,IMG/2025-06-22_20-57-52-765_cr.png,-0.086265,32.91899
IMG/2025-06-22_20-57-52-940_bc.png,IMG/2025-06-22_20-57-52-940_al.png,IMG/2025-06-22_20-57-52-940_cr.png,-0.055305,32.935097
IMG/2025-06-22_20-57-53-124_bc.png,IMG/2025-06-22_20-57-53-124_al.png,IMG/2025-06-22_20-57-53-124_cr.png,-0.069615,32.905941
IMG/2025-06-22_20-57-53-291_bc.png,IMG/2025-06-22_20-57-53-291_al.png,IMG/2025-06-22_20-57-53-291_cr.png,-0.085185,32.913412
IMG/2025-06-22_20-57-53-476_bc.png,IMG/2025-06-22_20-57-53-476_al.png,IMG/2025-06-22_20-57-53-476_cr.png,-0.04959,32.931206
IMG/2025-06-22_20-57-53-644_bc.png,IMG/2025-06-22_20-57-53-644_al.png,IMG/2025-06-22_20-57-53-644_cr.png,-0.08532,32.906137
IMG/2025-06-22_20-57-53-811_bc.png,IMG/2025-06-22_20-57-53-811_al.png,IMG/2025-06-22_20-57-53-811_cr.png,-0.061875,32.926481
IMG/2025-06-22_20-57-53-984_bc.png,IMG/2025-06-22_20-57-53-984_al.png,IMG/2025-06-22_20-57-53-984_cr.png,-0.05994,32.910507
IMG/2025-06-22_20-57-54-151_bc.png,IMG/2025-06-22_20-57-54-151_al.png,IMG/2025-06-22_20-57-54-151_cr.png,-0.08928,32.921023
IMG/2025-06-22_20-57-54-318_bc.png,IMG/2025-06-22_20-57-54-318_al.png,IMG/2025-06-22_20-57-54-318_cr.png,-0.05922,32.921318
IMG/2025-06-22_20-57-54-497_bc.png,IMG/2025-06-22_20-57-54-497_al.png,IMG/2025-06-22_20-57-54-497_cr.png,-0.06957,32.907156
IMG/2025-06-22_20-57-54-670_bc.png,IMG/2025-06-22_20-57-54-670_al.png,IMG/2025-06-22_20-57-54-670_cr.png,-0.076725,32.931218
IMG/2025-06-22_20-57-54-845_bc.png,IMG/2025-06-22_20-57-54-845_al.png,IMG/2025-06-22_20-57-54-845_cr.png,-0.05652,32.940787
IMG/2025-06-22_20-57-55-012_bc.png,IMG/2025-06-22_20-57-55-012_al.png,IMG/2025-06-22_20-57-55-012_cr.png,-0.04788,32.941213
IMG/2025-06-22_20-57-55-185_bc.png,IMG/2025-06-22_20-57-55-185_al.png,IMG/2025-06-22_20-57-55-185_cr.png,-0.06327,32.963547
IMG/2025-06-22_20-57-55-395_bc.png,IMG/2025-06-22_20-57-55-395_al.png,IMG/2025-06-22_20-57-55-395_cr.png,-0.043155,32.97714
IMG/2025-06-22_20-57-55-629_bc.png,IMG/2025-06-22_20-57-55-629_al.png,IMG/2025-06-22_20-57-55-629_cr.png,-0.04005,32.994118
IMG/2025-06-22_20-57-55-893_bc.png,IMG/2025-06-22_20-57-55-893_al.png,IMG/2025-06-22_20-57-55-893_cr.png,-0.04194,32.995768
IMG/2025-06-22_20-57-56-941_bc.png,IMG/2025-06-22_20-57-56-941_al.png,IMG/2025-06-22_20-57-56-941_cr.png,0.0,32.996009
IMG/2025-06-22_20-57-57-966_bc.png,IMG/2025-06-22_20-57-57-966_al.png,IMG/2025-06-22_20-57-57-966_cr.png,0.0,32.996333
IMG/2025-06-22_20-57-58-977_bc.png,IMG/2025-06-22_20-57-58-977_al.png,IMG/2025-06-22_20-57-58-977_cr.png,0.0,32.996322
IMG/2025-06-22_20-57-59-992_bc.png,IMG/2025-06-22_20-57-59-992_al.png,IMG/2025-06-22_20-57-59-992_cr.png,0.0,32.996228
IMG/2025-06-22_20-58-01-004_bc.png,IMG/2025-06-22_20-58-01-004_al.png,IMG/2025-06-22_20-58-01-004_cr.png,0.0,32.996321
IMG/2025-06-22_20-58-02-016_bc.png,IMG/2025-06-22_20-58-02-016_al.png,IMG/2025-06-22_20-58-02-016_cr.png,0.0,32.99631
IMG/2025-06-22_20-58-02-466_bc.png,IMG/2025-06-22_20-58-02-466_al.png,IMG/2025-06-22_20-58-02-466_cr.png,-0.04779,32.995484
IMG/2025-06-22_20-58-02-758_bc.png,IMG/2025-06-22_20-58-02-758_al.png,IMG/2025-06-22_20-58-02-758_cr.png,-0.049185,32.991069
IMG/2025-06-22_20-58-02-950_bc.png,IMG/2025-06-22_20-58-02-950_al.png,IMG/2025-06-22_20-58-02-950_cr.png,-0.041805,32.960031
IMG/2025-06-22_20-58-03-121_bc.png,IMG/2025-06-22_20-58-03-121_al.png,IMG/2025-06-22_20-58-03-121_cr.png,-0.065295,32.970006
IMG/2025-06-22_20-58-03-293_bc.png,IMG/2025-06-22_20-58-03-293_al.png,IMG/2025-06-22_20-58-03-293_cr.png,-0.05445,32.956185
IMG/2025-06-22_20-58-03-469_bc.png,IMG/2025-06-22_20-58-03-469_al.png,IMG/2025-06-22_20-58-03-469_cr.png,-0.068625,32.94198
IMG/2025-06-22_20-58-03-645_bc.png,IMG/2025-06-22_20-58-03-645_al.png,IMG/2025-06-22_20-58-03-645_cr.png,-0.051345,32.948488
IMG/2025-06-22_20-58-03-814_bc.png,IMG/2025-06-22_20-58-03-814_al.png,IMG/2025-06-22_20-58-03-814_cr.png,-0.071865,32.922837
IMG/2025-06-22_20-58-03-984_bc.png,IMG/2025-06-22_20-58-03-984_al.png,IMG/2025-06-22_20-58-03-984_cr.png,-0.04284,32.939673
IMG/2025-06-22_20-58-04-155_bc.png,IMG/2025-06-22_20-58-04-155_al.png,IMG/2025-06-22_20-58-04-155_cr.png,-0.08883,32.92397
IMG/2025-06-22_20-58-04-327_bc.png,IMG/2025-06-22_20-58-04-327_al.png,IMG/2025-06-22_20-58-04-327_cr.png,-0.093825,32.935032
IMG/2025-06-22_20-58-04-498_bc.png,IMG/2025-06-22_20-58-04-498_al.png,IMG/2025-06-22_20-58-04-498_cr.png,-0.053775,32.927797
IMG/2025-06-22_20-58-04-665_bc.png,IMG/2025-06-22_20-58-04-665_al.png,IMG/2025-06-22_20-58-04-665_cr.png,-0.083745,32.917068
IMG/2025-06-22_20-58-04-833_bc.png,IMG/2025-06-22_20-58-04-833_al.png,IMG/2025-06-22_20-58-04-833_cr.png,-0.07677,32.93698
IMG/2025-06-22_20-58-05-001_bc.png,IMG/2025-06-22_20-58-05-001_al.png,IMG/2025-06-22_20-58-05-001_cr.png,-0.06183,32.909622
IMG/2025-06-22_20-58-05-174_bc.png,IMG/2025-06-22_20-58-05-174_al.png,IMG/2025-06-22_20-58-05-174_cr.png,-0.091395,32.92709
IMG/2025-06-22_20-58-05-351_bc.png,IMG/2025-06-22_20-58-05-351_al.png,IMG/2025-06-22_20-58-05-351_cr.png,-0.054,32.918715
IMG/2025-06-22_20-58-05-522_bc.png,IMG/2025-06-22_20-58-05-522_al.png,IMG/2025-06-22_20-58-05-522_cr.png,-0.083295,32.914635
IMG/2025-06-22_20-58-05-693_bc.png,IMG/2025-06-22_20-58-05-693_al.png,IMG/2025-06-22_20-58-05-693_cr.png,-0.05625,32.923158
IMG/2025-06-22_20-58-05-867_bc.png,IMG/2025-06-22_20-58-05-867_al.png,IMG/2025-06-22_20-58-05-867_cr.png,-0.06399,32.911413
IMG/2025-06-22_20-58-06-044_bc.png,IMG/2025-06-22_20-58-06-044_al.png,IMG/2025-06-22_20-58-06-044_cr.png,-0.089325,32.936379
IMG/2025-06-22_20-58-06-215_bc.png,IMG/2025-06-22_20-58-06-215_al.png,IMG/2025-06-22_20-58-06-215_cr.png,-0.06012,32.910206
IMG/2025-06-22_20-58-06-384_bc.png,IMG/2025-06-22_20-58-06-384_al.png,IMG/2025-06-22_20-58-06-384_cr.png,-0.08973,32.918881
IMG/2025-06-22_20-58-06-553_bc.png,IMG/2025-06-22_20-58-06-553_al.png,IMG/2025-06-22_20-58-06-553_cr.png,-0.06615,32.93332
IMG/2025-06-22_20-58-06-724_bc.png,IMG/2025-06-22_20-58-06-724_al.png,IMG/2025-06-22_20-58-06-724_cr.png,-0.06759,32.908601
IMG/2025-06-22_20-58-06-895_bc.png,IMG/2025-06-22_20-58-06-895_al.png,IMG/2025-06-22_20-58-06-895_cr.png,-0.08658,32.921676
IMG/2025-06-22_20-58-07-064_bc.png,IMG/2025-06-22_20-58-07-064_al.png,IMG/2025-06-22_20-58-07-064_cr.png,-0.060345,32.91827
IMG/2025-06-22_20-58-07-241_bc.png,IMG/2025-06-22_20-58-07-241_al.png,IMG/2025-06-22_20-58-07-241_cr.png,-0.065295,32.901802
IMG/2025-06-22_20-58-07-409_bc.png,IMG/2025-06-22_20-58-07-409_al.png,IMG/2025-06-22_20-58-07-409_cr.png,-0.089235,32.936285
IMG/2025-06-22_20-58-07-580_bc.png,IMG/2025-06-22_20-58-07-580_al.png,IMG/2025-06-22_20-58-07-580_cr.png,-0.06354,32.915361
IMG/2025-06-22_20-58-07-751_bc.png,IMG/2025-06-22_20-58-07-751_al.png,IMG/2025-06-22_20-58-07-751_cr.png,-0.07542,32.903438
IMG/2025-06-22_20-58-07-919_bc.png,IMG/2025-06-22_20-58-07-919_al.png,IMG/2025-06-22_20-58-07-919_cr.png,-0.082755,32.941192
IMG/2025-06-22_20-58-08-092_bc.png,IMG/2025-06-22_20-58-08-092_al.png,IMG/2025-06-22_20-58-08-092_cr.png,-0.05112,32.912946
IMG/2025-06-22_20-58-08-264_bc.png,IMG/2025-06-22_20-58-08-264_al.png,IMG/2025-06-22_20-58-08-264_cr.png,-0.08694,32.919761
IMG/2025-06-22_20-58-08-444_bc.png,IMG/2025-06-22_20-58-08-444_al.png,IMG/2025-06-22_20-58-08-444_cr.png,-0.06786,32.935157
IMG/2025-06-22_20-58-08-620_bc.png,IMG/2025-06-22_20-58-08-620_al.png,IMG/2025-06-22_20-58-08-620_cr.png,-0.07191,32.905305
